Image 	 Size(Bytes) 	 Luminance 	 Contrast 	 AspectRatio 	 Width(Pixels) 	 Red 	 Green 	 Blue 
53146.jpg 	 155090 	 113.3290 	 0.2600 	 0.664444 	 450 	 113.1426 	 114.7581 	 106.4542 
53150.jpg 	 111843 	 97.2451 	 0.1574 	 0.664444 	 450 	 99.0320 	 98.7224 	 85.0607 
53159.jpg 	 153843 	 75.0824 	 0.3036 	 0.666667 	 450 	 69.9776 	 78.0949 	 73.0091 
67000.jpg 	 111586 	 91.8429 	 0.0848 	 0.664444 	 450 	 122.1414 	 86.1928 	 41.3947 
67004.jpg 	 165831 	 76.0880 	 0.3151 	 0.664444 	 450 	 106.9348 	 66.0219 	 46.9009 
67006.jpg 	 103825 	 79.8842 	 0.0957 	 0.664444 	 450 	 93.1157 	 76.6640 	 61.7694 
67009.jpg 	 118176 	 88.2602 	 0.0678 	 0.664444 	 450 	 129.6298 	 77.8385 	 33.3486 
67012.jpg 	 168124 	 202.0563 	 0.2915 	 0.666667 	 450 	 194.3245 	 204.8855 	 207.8163 
67020.jpg 	 133918 	 128.2904 	 0.2277 	 0.664444 	 450 	 103.6408 	 138.3391 	 141.2479 
67034.jpg 	 148580 	 159.9562 	 0.2187 	 0.664444 	 450 	 159.7996 	 162.2878 	 148.3419 
67035.jpg 	 111111 	 148.9773 	 0.1102 	 0.664444 	 450 	 134.0766 	 158.7442 	 137.7787 
67041.jpg 	 143374 	 88.3713 	 0.2220 	 0.664444 	 450 	 113.1276 	 79.7777 	 67.6217 
67052.jpg 	 116063 	 175.5347 	 0.1759 	 0.666667 	 450 	 179.0957 	 176.7261 	 160.0903 
67056.jpg 	 97981 	 183.1395 	 0.1197 	 0.664444 	 450 	 191.7560 	 180.2510 	 175.4354 
67059.jpg 	 84953 	 172.8861 	 0.1397 	 0.664444 	 450 	 171.2280 	 174.0055 	 171.5554 
67062.jpg 	 141263 	 116.1850 	 0.1827 	 0.666667 	 450 	 119.8672 	 115.2511 	 111.5018 
67090.jpg 	 144846 	 120.5838 	 0.3439 	 0.664444 	 450 	 129.1277 	 116.0521 	 121.4386 
67100.jpg 	 119531 	 101.5157 	 0.1867 	 0.664444 	 450 	 99.9158 	 106.4533 	 80.2393 
67150.jpg 	 107870 	 138.5515 	 0.1809 	 0.666667 	 450 	 140.0309 	 137.4133 	 140.5020 
67175.jpg 	 100503 	 50.7569 	 0.0982 	 0.664444 	 450 	 65.4993 	 45.8775 	 37.1082 
67185.jpg 	 150077 	 136.5157 	 0.7581 	 0.666667 	 450 	 176.4506 	 121.5790 	 108.6269 
67187.jpg 	 94167 	 143.4238 	 0.2629 	 0.666667 	 450 	 160.8274 	 138.1743 	 124.7783 
67205.jpg 	 160003 	 68.3720 	 0.1543 	 0.664444 	 450 	 92.1962 	 56.7853 	 65.5681 
67217.jpg 	 90381 	 92.4770 	 0.1945 	 0.664444 	 450 	 90.8193 	 95.2588 	 82.4413 
67224.jpg 	 84708 	 91.2715 	 0.2303 	 0.664444 	 450 	 96.9445 	 94.4652 	 59.8981 
67300.jpg 	 195066 	 113.1518 	 0.3440 	 0.664444 	 450 	 129.4657 	 108.5523 	 94.0294 
67491.jpg 	 131930 	 41.1386 	 0.2514 	 0.664444 	 450 	 41.4528 	 42.0739 	 35.5704 
71050.jpg 	 68100 	 30.9137 	 0.0947 	 0.664444 	 450 	 37.3753 	 29.5192 	 20.5767 
71205.jpg 	 159581 	 69.4765 	 0.3156 	 0.664444 	 450 	 88.5378 	 62.6782 	 54.4863 
71274.jpg 	 126172 	 115.7970 	 0.1768 	 0.664444 	 450 	 79.6974 	 130.2516 	 136.2997 
71931.jpg 	 119867 	 93.3839 	 0.1298 	 0.664444 	 450 	 17.5959 	 115.2465 	 179.5700 
72399.jpg 	 84263 	 46.3592 	 0.1024 	 0.664444 	 450 	 56.7665 	 41.8830 	 42.0437 
72490.jpg 	 149506 	 154.9493 	 0.3249 	 0.664444 	 450 	 157.8885 	 156.9395 	 136.9537 
72900.jpg 	 111203 	 71.8276 	 0.1072 	 0.664444 	 450 	 93.4258 	 64.5994 	 52.4392 
73185.jpg 	 106634 	 116.1446 	 0.1140 	 0.666667 	 450 	 128.3989 	 113.1499 	 99.4312 
73500.jpg 	 145416 	 84.4196 	 0.3478 	 0.664444 	 450 	 125.1964 	 68.8074 	 57.8849 
77013.jpg 	 149054 	 143.7284 	 0.2597 	 0.666667 	 450 	 160.8539 	 141.2197 	 111.6449 
77032.jpg 	 174611 	 155.0510 	 0.3477 	 0.664444 	 450 	 160.1704 	 157.0015 	 131.4958 
77078.jpg 	 176781 	 159.9933 	 0.3001 	 0.664444 	 450 	 162.3819 	 165.3923 	 125.9283 
78485.jpg 	 196798 	 105.2970 	 0.3621 	 0.664444 	 450 	 168.0789 	 88.4340 	 27.4973 
79000.jpg 	 212180 	 51.6039 	 1.2308 	 0.666667 	 450 	 37.0993 	 59.2866 	 50.2242 
79045.jpg 	 102317 	 56.8959 	 0.1437 	 0.664444 	 450 	 84.4173 	 48.6812 	 27.0343 
79101.jpg 	 96000 	 37.5565 	 0.2785 	 0.664444 	 450 	 31.5159 	 36.3073 	 58.9290 
79110.jpg 	 160808 	 92.3295 	 0.3129 	 0.664444 	 450 	 99.6376 	 94.0532 	 64.2672 
79163.jpg 	 151500 	 123.7499 	 0.2783 	 0.664444 	 450 	 132.4929 	 121.1002 	 114.4088 
79183.jpg 	 188267 	 117.8630 	 0.3384 	 0.666667 	 450 	 134.6506 	 115.4581 	 86.1528 
79220.jpg 	 140730 	 83.6874 	 0.2141 	 0.664444 	 450 	 93.0853 	 85.4738 	 49.9522 
79291.jpg 	 169481 	 122.8152 	 0.3813 	 0.664444 	 450 	 126.2275 	 121.2676 	 121.8191 
79331.jpg 	 95587 	 42.6455 	 0.2764 	 0.664444 	 450 	 47.5148 	 41.7795 	 34.3716 
79600.jpg 	 134892 	 82.5657 	 0.3220 	 0.664444 	 450 	 83.9189 	 80.7720 	 88.2034 
79940.jpg 	 153479 	 139.2330 	 0.3469 	 0.664444 	 450 	 137.5545 	 139.4066 	 142.7455 
81440.jpg 	 111076 	 151.7731 	 0.1184 	 0.664444 	 450 	 164.3505 	 155.2956 	 100.5383 
81441.jpg 	 100034 	 164.4341 	 0.0812 	 0.664444 	 450 	 152.9090 	 165.4102 	 189.7974 
81630.jpg 	 239874 	 152.2832 	 0.5131 	 0.666667 	 450 	 133.9693 	 169.4996 	 111.7473 
81750.jpg 	 122896 	 66.4705 	 0.1518 	 0.664444 	 450 	 106.5749 	 53.5236 	 27.8128 
82070.jpg 	 106434 	 104.2458 	 0.1403 	 0.664444 	 450 	 115.6457 	 100.6860 	 92.8636 
82550.jpg 	 139150 	 107.1590 	 0.1887 	 0.664444 	 450 	 144.2616 	 94.1585 	 76.6318 
84220.jpg 	 143344 	 90.7150 	 0.2685 	 0.664444 	 450 	 98.8542 	 86.4626 	 91.3211 
84533.jpg 	 116143 	 74.1161 	 0.1671 	 0.664444 	 450 	 93.6931 	 67.3637 	 57.5557 
85001.jpg 	 173446 	 67.9479 	 0.6463 	 0.664444 	 450 	 84.6999 	 66.4169 	 31.8726 
85010.jpg 	 141342 	 116.8394 	 0.1949 	 0.664444 	 450 	 150.6371 	 110.9180 	 58.5860 
85450.jpg 	 112986 	 120.7208 	 0.1487 	 0.664444 	 450 	 105.7148 	 124.3250 	 141.4869 
85621.jpg 	 143455 	 57.2214 	 0.3177 	 0.664444 	 450 	 53.3766 	 53.9942 	 83.9324 
85629.jpg 	 152294 	 130.2016 	 0.5012 	 0.664444 	 450 	 126.3720 	 129.4718 	 144.0546 
85725.jpg 	 176142 	 157.5255 	 0.5680 	 0.666667 	 450 	 153.5856 	 160.0202 	 155.0165 
85825.jpg 	 177811 	 127.0299 	 0.1954 	 0.664444 	 450 	 97.0319 	 136.1450 	 158.7886 
85829.jpg 	 138586 	 118.3215 	 0.0908 	 0.664444 	 450 	 173.0945 	 100.5164 	 66.2762 
87325.jpg 	 142134 	 116.5748 	 0.2227 	 0.664444 	 450 	 108.8715 	 126.7580 	 84.3971 
87515.jpg 	 149342 	 79.4343 	 0.3167 	 0.666667 	 450 	 101.4434 	 71.4120 	 62.9592 
88030.jpg 	 156664 	 174.9525 	 0.5649 	 0.664444 	 450 	 175.8346 	 173.1843 	 181.7556 
88158.jpg 	 184371 	 102.6379 	 0.3184 	 0.664444 	 450 	 99.5304 	 102.3764 	 112.2175 
88163.jpg 	 91150 	 180.8900 	 0.0788 	 0.666667 	 450 	 178.0985 	 181.2469 	 186.2291 
88179.jpg 	 149316 	 47.6531 	 0.5607 	 0.666667 	 450 	 53.3881 	 47.8113 	 31.9763 
88370.jpg 	 166771 	 132.8547 	 0.3209 	 0.664444 	 450 	 140.2297 	 133.3934 	 110.7405 
88492.jpg 	 196286 	 120.9589 	 0.4441 	 0.664444 	 450 	 121.4943 	 123.7178 	 105.3356 
90001.jpg 	 8868 	 241.2522 	 0.0719 	 0.665094 	 212 	 247.5263 	 244.7649 	 206.6078 
90002.jpg 	 10324 	 220.0208 	 0.2081 	 0.657407 	 216 	 234.2169 	 214.2208 	 212.6188 
90003.jpg 	 10607 	 222.2172 	 0.1974 	 0.666667 	 216 	 231.5856 	 219.0196 	 214.0737 
90004.jpg 	 9858 	 229.9411 	 0.0840 	 0.671296 	 216 	 247.6818 	 225.9947 	 203.6799 
90005.jpg 	 9088 	 246.1469 	 0.0764 	 0.666667 	 216 	 250.4057 	 248.0023 	 225.3478 
90006.jpg 	 10433 	 218.0564 	 0.1417 	 0.671296 	 216 	 231.4004 	 213.2107 	 207.9890 
90007.jpg 	 11870 	 209.9794 	 0.2750 	 0.666667 	 216 	 226.8076 	 203.9948 	 196.6578 
90008.jpg 	 10338 	 218.4864 	 0.1361 	 0.668224 	 214 	 214.6566 	 219.6704 	 222.4016 
